Subject,Predicate,Object
Blockers,HAS_GENRE,Comedy
Comedy,GENRE_OF,Blockers
Blockers,HAS_CAST,Leslie Mann
Leslie Mann,CAST_IN,Blockers
Blockers,HAS_CAST,John Cena
John Cena,CAST_IN,Blockers
Bubble Boy,HAS_GENRE,Comedy
Comedy,GENRE_OF,Bubble Boy
Bubble Boy,HAS_GENRE,Adventure
Adventure,GENRE_OF,Bubble Boy
Bubble Boy,HAS_GENRE,Romance
Romance,GENRE_OF,Bubble Boy
Bubble Boy,HAS_CAST,Jake Gyllenhaal
Jake Gyllenhaal,CAST_IN,Bubble Boy
Ijé,HAS_GENRE,Drama
Drama,GENRE_OF,Ijé
Life,HAS_GENRE,Documentary
Documentary,GENRE_OF,Life
Jumper,HAS_GENRE,Action
Action,GENRE_OF,Jumper
Jumper,HAS_GENRE,Adventure
Adventure,GENRE_OF,Jumper
Jumper,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Jumper
Zorba the Greek,HAS_GENRE,Drama
Drama,GENRE_OF,Zorba the Greek
Seasons of Our Love,HAS_GENRE,Drama
Drama,GENRE_OF,Seasons of Our Love
How to Train Your Dragon,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,How to Train Your Dragon
How to Train Your Dragon,HAS_GENRE,Adventure
Adventure,GENRE_OF,How to Train Your Dragon
How to Train Your Dragon,HAS_GENRE,Animation
Animation,GENRE_OF,How to Train Your Dragon
How to Train Your Dragon,HAS_GENRE,Family
Family,GENRE_OF,How to Train Your Dragon
How to Train Your Dragon,HAS_CAST,Jay Baruchel
Jay Baruchel,CAST_IN,How to Train Your Dragon
How to Train Your Dragon,HAS_CAST,Gerard Butler
Gerard Butler,CAST_IN,How to Train Your Dragon
How to Train Your Dragon,HAS_CAST,Jonah Hill
Jonah Hill,CAST_IN,How to Train Your Dragon
She's All That,HAS_GENRE,Comedy
Comedy,GENRE_OF,She's All That
She's All That,HAS_GENRE,Romance
Romance,GENRE_OF,She's All That
She's All That,HAS_CAST,Paul Walker
Paul Walker,CAST_IN,She's All That
Harry Potter and the Goblet of Fire,HAS_GENRE,Adventure
Adventure,GENRE_OF,Harry Potter and the Goblet of Fire
Harry Potter and the Goblet of Fire,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Harry Potter and the Goblet of Fire
Harry Potter and the Goblet of Fire,HAS_CAST,Daniel Radcliffe
Daniel Radcliffe,CAST_IN,Harry Potter and the Goblet of Fire
Harry Potter and the Goblet of Fire,HAS_CAST,Emma Watson
Emma Watson,CAST_IN,Harry Potter and the Goblet of Fire
Atlantis: The Lost Empire,HAS_GENRE,Animation
Animation,GENRE_OF,Atlantis: The Lost Empire
Atlantis: The Lost Empire,HAS_GENRE,Family
Family,GENRE_OF,Atlantis: The Lost Empire
Atlantis: The Lost Empire,HAS_GENRE,Adventure
Adventure,GENRE_OF,Atlantis: The Lost Empire
Atlantis: The Lost Empire,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Atlantis: The Lost Empire
Hereafter,HAS_GENRE,Drama
Drama,GENRE_OF,Hereafter
Hereafter,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Hereafter
Hereafter,HAS_CAST,Matt Damon
Matt Damon,CAST_IN,Hereafter
Hereafter,HAS_DIRECTOR,Clint Eastwood
Clint Eastwood,DIRECTED,Hereafter
The Gate,HAS_GENRE,Horror
Horror,GENRE_OF,The Gate
The Gate,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Gate
Office Space,HAS_GENRE,Comedy
Comedy,GENRE_OF,Office Space
Office Space,HAS_CAST,Ron Livingston
Ron Livingston,CAST_IN,Office Space
Office Space,HAS_CAST,Jennifer Aniston
Jennifer Aniston,CAST_IN,Office Space
Marvin's Room,HAS_GENRE,Drama
Drama,GENRE_OF,Marvin's Room
Marvin's Room,HAS_CAST,Meryl Streep
Meryl Streep,CAST_IN,Marvin's Room
Marvin's Room,HAS_CAST,Diane Keaton
Diane Keaton,CAST_IN,Marvin's Room
Marvin's Room,HAS_CAST,Leonardo DiCaprio
Leonardo DiCaprio,CAST_IN,Marvin's Room
Marvin's Room,HAS_CAST,Robert De Niro
Robert De Niro,CAST_IN,Marvin's Room
Loving Vincent,HAS_GENRE,Animation
Animation,GENRE_OF,Loving Vincent
Loving Vincent,HAS_GENRE,Drama
Drama,GENRE_OF,Loving Vincent
Loving Vincent,HAS_GENRE,Mystery
Mystery,GENRE_OF,Loving Vincent
Loving Vincent,HAS_GENRE,History
History,GENRE_OF,Loving Vincent
Loving Vincent,HAS_CAST,Saoirse Ronan
Saoirse Ronan,CAST_IN,Loving Vincent
Run All Night,HAS_GENRE,Action
Action,GENRE_OF,Run All Night
Run All Night,HAS_GENRE,Crime
Crime,GENRE_OF,Run All Night
Run All Night,HAS_GENRE,Thriller
Thriller,GENRE_OF,Run All Night
Run All Night,HAS_CAST,Liam Neeson
Liam Neeson,CAST_IN,Run All Night
Run All Night,HAS_CAST,Ed Harris
Ed Harris,CAST_IN,Run All Night
Run All Night,HAS_WRITER,Brad Ingelsby
Brad Ingelsby,WROTE,Run All Night
Zombie Apocalypse,HAS_GENRE,Action
Action,GENRE_OF,Zombie Apocalypse
Zombie Apocalypse,HAS_GENRE,Horror
Horror,GENRE_OF,Zombie Apocalypse
Zombie Apocalypse,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Zombie Apocalypse
Zombie Apocalypse,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Zombie Apocalypse
The Men Who Stare at Goats,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Men Who Stare at Goats
The Men Who Stare at Goats,HAS_GENRE,War
War,GENRE_OF,The Men Who Stare at Goats
The Men Who Stare at Goats,HAS_CAST,George Clooney
George Clooney,CAST_IN,The Men Who Stare at Goats
The Men Who Stare at Goats,HAS_CAST,Jeff Bridges
Jeff Bridges,CAST_IN,The Men Who Stare at Goats
The Men Who Stare at Goats,HAS_CAST,Kevin Spacey
Kevin Spacey,CAST_IN,The Men Who Stare at Goats
The Transporter Refueled,HAS_GENRE,Action
Action,GENRE_OF,The Transporter Refueled
The Transporter Refueled,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Transporter Refueled
The Transporter Refueled,HAS_GENRE,Crime
Crime,GENRE_OF,The Transporter Refueled
The Fate of the Furious,HAS_GENRE,Action
Action,GENRE_OF,The Fate of the Furious
The Fate of the Furious,HAS_GENRE,Crime
Crime,GENRE_OF,The Fate of the Furious
The Fate of the Furious,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Fate of the Furious
The Fate of the Furious,HAS_CAST,Vin Diesel
Vin Diesel,CAST_IN,The Fate of the Furious
The Fate of the Furious,HAS_CAST,Jason Statham
Jason Statham,CAST_IN,The Fate of the Furious
The Fate of the Furious,HAS_CAST,Dwayne Johnson
Dwayne Johnson,CAST_IN,The Fate of the Furious
The Fate of the Furious,HAS_CAST,Michelle Rodriguez
Michelle Rodriguez,CAST_IN,The Fate of the Furious
True Grit,HAS_GENRE,Drama
Drama,GENRE_OF,True Grit
True Grit,HAS_GENRE,Adventure
Adventure,GENRE_OF,True Grit
True Grit,HAS_GENRE,Western
Western,GENRE_OF,True Grit
True Grit,HAS_CAST,Jeff Bridges
Jeff Bridges,CAST_IN,True Grit
True Grit,HAS_CAST,Matt Damon
Matt Damon,CAST_IN,True Grit
True Grit,HAS_CAST,Josh Brolin
Josh Brolin,CAST_IN,True Grit
Stranger Things,HAS_GENRE,Drama
Drama,GENRE_OF,Stranger Things
Stranger Things,HAS_CAST,Adeel Akhtar
Adeel Akhtar,CAST_IN,Stranger Things
Wing Commander,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Wing Commander
Wing Commander,HAS_GENRE,Action
Action,GENRE_OF,Wing Commander
Wing Commander,HAS_GENRE,Adventure
Adventure,GENRE_OF,Wing Commander
Beauty and the Beast,HAS_GENRE,misc
misc,GENRE_OF,Beauty and the Beast
White Noise,HAS_GENRE,Drama
Drama,GENRE_OF,White Noise
White Noise,HAS_GENRE,Horror
Horror,GENRE_OF,White Noise
White Noise,HAS_GENRE,Thriller
Thriller,GENRE_OF,White Noise
White Noise,HAS_CAST,Michael Keaton
Michael Keaton,CAST_IN,White Noise
Gozu,HAS_GENRE,Crime
Crime,GENRE_OF,Gozu
Gozu,HAS_GENRE,Thriller
Thriller,GENRE_OF,Gozu
Gozu,HAS_GENRE,Horror
Horror,GENRE_OF,Gozu
Gozu,HAS_GENRE,Mystery
Mystery,GENRE_OF,Gozu
The Emperor's New Clothes,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Emperor's New Clothes
Mamma Mia!,HAS_GENRE,Comedy
Comedy,GENRE_OF,Mamma Mia!
Mamma Mia!,HAS_GENRE,Romance
Romance,GENRE_OF,Mamma Mia!
Mamma Mia!,HAS_CAST,Meryl Streep
Meryl Streep,CAST_IN,Mamma Mia!
Mamma Mia!,HAS_CAST,Pierce Brosnan
Pierce Brosnan,CAST_IN,Mamma Mia!
Mamma Mia!,HAS_CAST,Colin Firth
Colin Firth,CAST_IN,Mamma Mia!
Parker,HAS_GENRE,Action
Action,GENRE_OF,Parker
Parker,HAS_GENRE,Crime
Crime,GENRE_OF,Parker
Parker,HAS_CAST,Jason Statham
Jason Statham,CAST_IN,Parker
Parker,HAS_CAST,Jennifer Lopez
Jennifer Lopez,CAST_IN,Parker
Parker,HAS_CAST,Nick Nolte
Nick Nolte,CAST_IN,Parker
Conviction,HAS_GENRE,Drama
Drama,GENRE_OF,Conviction
Conviction,HAS_CAST,Hilary Swank
Hilary Swank,CAST_IN,Conviction
Conviction,HAS_CAST,Sam Rockwell
Sam Rockwell,CAST_IN,Conviction
Conviction,HAS_CAST,Minnie Driver
Minnie Driver,CAST_IN,Conviction
Death Wish,HAS_GENRE,Crime
Crime,GENRE_OF,Death Wish
Death Wish,HAS_GENRE,Drama
Drama,GENRE_OF,Death Wish
Death Wish,HAS_GENRE,Action
Action,GENRE_OF,Death Wish
Death Wish,HAS_CAST,Charles Bronson
Charles Bronson,CAST_IN,Death Wish
American Pie,HAS_GENRE,Comedy
Comedy,GENRE_OF,American Pie
American Pie,HAS_GENRE,Romance
Romance,GENRE_OF,American Pie
The Dark Knight Trilogy,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Dark Knight Trilogy
Date Movie,HAS_GENRE,Comedy
Comedy,GENRE_OF,Date Movie
Date Movie,HAS_GENRE,Romance
Romance,GENRE_OF,Date Movie
Cocoon,HAS_GENRE,Comedy
Comedy,GENRE_OF,Cocoon
Cocoon,HAS_GENRE,Drama
Drama,GENRE_OF,Cocoon
Cocoon,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Cocoon
Cocoon,HAS_CAST,Don Ameche
Don Ameche,CAST_IN,Cocoon
Cocoon,HAS_DIRECTOR,Ron Howard
Ron Howard,DIRECTED,Cocoon
Live Hard,HAS_GENRE,Thriller
Thriller,GENRE_OF,Live Hard
Live Hard,HAS_GENRE,Action
Action,GENRE_OF,Live Hard
Mermaids,HAS_GENRE,Comedy
Comedy,GENRE_OF,Mermaids
Mermaids,HAS_GENRE,Drama
Drama,GENRE_OF,Mermaids
Mermaids,HAS_GENRE,Romance
Romance,GENRE_OF,Mermaids
Mermaids,HAS_CAST,Winona Ryder
Winona Ryder,CAST_IN,Mermaids
Mermaids,HAS_CAST,Christina Ricci
Christina Ricci,CAST_IN,Mermaids
Mermaids,HAS_CAST,Bob Hoskins
Bob Hoskins,CAST_IN,Mermaids
Henry IV,HAS_GENRE,Drama
Drama,GENRE_OF,Henry IV
You Only Live Twice,HAS_GENRE,Action
Action,GENRE_OF,You Only Live Twice
You Only Live Twice,HAS_GENRE,Thriller
Thriller,GENRE_OF,You Only Live Twice
You Only Live Twice,HAS_GENRE,Adventure
Adventure,GENRE_OF,You Only Live Twice
You Only Live Twice,HAS_CAST,Sean Connery
Sean Connery,CAST_IN,You Only Live Twice
Adrift,HAS_GENRE,misc
misc,GENRE_OF,Adrift
Wonder Wheel,HAS_GENRE,Drama
Drama,GENRE_OF,Wonder Wheel
Wonder Wheel,HAS_GENRE,Romance
Romance,GENRE_OF,Wonder Wheel
Wonder Wheel,HAS_CAST,Justin Timberlake
Justin Timberlake,CAST_IN,Wonder Wheel
Wonder Wheel,HAS_CAST,Kate Winslet
Kate Winslet,CAST_IN,Wonder Wheel
Wonder Wheel,HAS_DIRECTOR,Woody Allen
Woody Allen,DIRECTED,Wonder Wheel
Wonder Wheel,HAS_WRITER,Woody Allen
Woody Allen,WROTE,Wonder Wheel
Escape,HAS_GENRE,Drama
Drama,GENRE_OF,Escape
Escape,HAS_GENRE,Thriller
Thriller,GENRE_OF,Escape
The Mosquito Coast,HAS_GENRE,Drama
Drama,GENRE_OF,The Mosquito Coast
The Mosquito Coast,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Mosquito Coast
The Mosquito Coast,HAS_CAST,Harrison Ford
Harrison Ford,CAST_IN,The Mosquito Coast
The Mosquito Coast,HAS_CAST,Helen Mirren
Helen Mirren,CAST_IN,The Mosquito Coast
Awesome,HAS_GENRE,Comedy
Comedy,GENRE_OF,Awesome
Awesome,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Awesome
Awesome,HAS_CAST,Chris Kattan
Chris Kattan,CAST_IN,Awesome
Bates Motel,HAS_GENRE,Horror
Horror,GENRE_OF,Bates Motel
Bates Motel,HAS_GENRE,Drama
Drama,GENRE_OF,Bates Motel
It's Kind of a Funny Story,HAS_GENRE,Comedy
Comedy,GENRE_OF,It's Kind of a Funny Story
It's Kind of a Funny Story,HAS_GENRE,Drama
Drama,GENRE_OF,It's Kind of a Funny Story
It's Kind of a Funny Story,HAS_CAST,Emma Roberts
Emma Roberts,CAST_IN,It's Kind of a Funny Story
It's Kind of a Funny Story,HAS_CAST,Zach Galifianakis
Zach Galifianakis,CAST_IN,It's Kind of a Funny Story
It's Kind of a Funny Story,HAS_CAST,Viola Davis
Viola Davis,CAST_IN,It's Kind of a Funny Story
It's Kind of a Funny Story,HAS_CAST,Lauren Graham
Lauren Graham,CAST_IN,It's Kind of a Funny Story
G.I. Jane,HAS_GENRE,Action
Action,GENRE_OF,G.I. Jane
G.I. Jane,HAS_GENRE,Drama
Drama,GENRE_OF,G.I. Jane
G.I. Jane,HAS_CAST,Demi Moore
Demi Moore,CAST_IN,G.I. Jane
G.I. Jane,HAS_CAST,Morris Chestnut
Morris Chestnut,CAST_IN,G.I. Jane
G.I. Jane,HAS_DIRECTOR,Ridley Scott
Ridley Scott,DIRECTED,G.I. Jane
Walk Like a Man,HAS_GENRE,Comedy
Comedy,GENRE_OF,Walk Like a Man
Walk Like a Man,HAS_CAST,Howie Mandel
Howie Mandel,CAST_IN,Walk Like a Man
Diary of a Mad Black Woman,HAS_GENRE,Drama
Drama,GENRE_OF,Diary of a Mad Black Woman
Diary of a Mad Black Woman,HAS_GENRE,Romance
Romance,GENRE_OF,Diary of a Mad Black Woman
Diary of a Mad Black Woman,HAS_GENRE,Comedy
Comedy,GENRE_OF,Diary of a Mad Black Woman
Diary of a Mad Black Woman,HAS_CAST,Kimberly Elise
Kimberly Elise,CAST_IN,Diary of a Mad Black Woman
Diary of a Mad Black Woman,HAS_CAST,Tyler Perry
Tyler Perry,CAST_IN,Diary of a Mad Black Woman
Diary of a Mad Black Woman,HAS_CAST,Shemar Moore
Shemar Moore,CAST_IN,Diary of a Mad Black Woman
Diary of a Mad Black Woman,HAS_WRITER,Tyler Perry
Tyler Perry,WROTE,Diary of a Mad Black Woman
The Warriors,HAS_GENRE,Action
Action,GENRE_OF,The Warriors
The Warriors,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Warriors
The Last Airbender,HAS_GENRE,Action
Action,GENRE_OF,The Last Airbender
The Last Airbender,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Last Airbender
The Last Airbender,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Last Airbender
The Last Airbender,HAS_DIRECTOR,M. Night Shyamalan
M. Night Shyamalan,DIRECTED,The Last Airbender
The Last Airbender,HAS_WRITER,M. Night Shyamalan
M. Night Shyamalan,WROTE,The Last Airbender
Kathi,HAS_GENRE,misc
misc,GENRE_OF,Kathi
Indiana Jones and the Kingdom of the Crystal Skull,HAS_GENRE,Adventure
Adventure,GENRE_OF,Indiana Jones and the Kingdom of the Crystal Skull
Indiana Jones and the Kingdom of the Crystal Skull,HAS_GENRE,Action
Action,GENRE_OF,Indiana Jones and the Kingdom of the Crystal Skull
Indiana Jones and the Kingdom of the Crystal Skull,HAS_CAST,Harrison Ford
Harrison Ford,CAST_IN,Indiana Jones and the Kingdom of the Crystal Skull
Indiana Jones and the Kingdom of the Crystal Skull,HAS_CAST,Cate Blanchett
Cate Blanchett,CAST_IN,Indiana Jones and the Kingdom of the Crystal Skull
Indiana Jones and the Kingdom of the Crystal Skull,HAS_DIRECTOR,Steven Spielberg
Steven Spielberg,DIRECTED,Indiana Jones and the Kingdom of the Crystal Skull
Hocus Pocus,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Hocus Pocus
Hocus Pocus,HAS_GENRE,Comedy
Comedy,GENRE_OF,Hocus Pocus
Hocus Pocus,HAS_GENRE,Family
Family,GENRE_OF,Hocus Pocus
Hocus Pocus,HAS_CAST,Bette Midler
Bette Midler,CAST_IN,Hocus Pocus
The Tommyknockers,HAS_GENRE,Western
Western,GENRE_OF,The Tommyknockers
The Tommyknockers,HAS_GENRE,Drama
Drama,GENRE_OF,The Tommyknockers
The Tommyknockers,HAS_GENRE,Horror
Horror,GENRE_OF,The Tommyknockers
Day Watch,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Day Watch
Day Watch,HAS_GENRE,Action
Action,GENRE_OF,Day Watch
Day Watch,HAS_GENRE,Adventure
Adventure,GENRE_OF,Day Watch
Day Watch,HAS_GENRE,Horror
Horror,GENRE_OF,Day Watch
Day Watch,HAS_GENRE,Thriller
Thriller,GENRE_OF,Day Watch
American Gigolo,HAS_GENRE,Crime
Crime,GENRE_OF,American Gigolo
American Gigolo,HAS_GENRE,Drama
Drama,GENRE_OF,American Gigolo
American Gigolo,HAS_GENRE,Mystery
Mystery,GENRE_OF,American Gigolo
American Gigolo,HAS_CAST,Richard Gere
Richard Gere,CAST_IN,American Gigolo
Let the Right One In,HAS_GENRE,Horror
Horror,GENRE_OF,Let the Right One In
Let the Right One In,HAS_GENRE,Drama
Drama,GENRE_OF,Let the Right One In
Redrum – A tale of Murder,HAS_GENRE,misc
misc,GENRE_OF,Redrum – A tale of Murder
Blood Car,HAS_GENRE,Comedy
Comedy,GENRE_OF,Blood Car
Blood Car,HAS_GENRE,Horror
Horror,GENRE_OF,Blood Car
The Brave Little Toaster,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Brave Little Toaster
The Brave Little Toaster,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Brave Little Toaster
The Brave Little Toaster,HAS_GENRE,Animation
Animation,GENRE_OF,The Brave Little Toaster
The Brave Little Toaster,HAS_GENRE,Family
Family,GENRE_OF,The Brave Little Toaster
The Brave Little Toaster,HAS_GENRE,Music
Music,GENRE_OF,The Brave Little Toaster
The Brave Little Toaster,HAS_CAST,Jon Lovitz
Jon Lovitz,CAST_IN,The Brave Little Toaster
Paper Towns,HAS_GENRE,Mystery
Mystery,GENRE_OF,Paper Towns
Paper Towns,HAS_GENRE,Drama
Drama,GENRE_OF,Paper Towns
Paper Towns,HAS_GENRE,Romance
Romance,GENRE_OF,Paper Towns
Letters from Iwo Jima,HAS_GENRE,Action
Action,GENRE_OF,Letters from Iwo Jima
Letters from Iwo Jima,HAS_GENRE,Drama
Drama,GENRE_OF,Letters from Iwo Jima
Letters from Iwo Jima,HAS_GENRE,War
War,GENRE_OF,Letters from Iwo Jima
Letters from Iwo Jima,HAS_DIRECTOR,Clint Eastwood
Clint Eastwood,DIRECTED,Letters from Iwo Jima
Mosquito,HAS_GENRE,Horror
Horror,GENRE_OF,Mosquito
Mosquito,HAS_GENRE,Comedy
Comedy,GENRE_OF,Mosquito
Mosquito,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Mosquito
Absentia,HAS_GENRE,Mystery
Mystery,GENRE_OF,Absentia
Absentia,HAS_GENRE,Horror
Horror,GENRE_OF,Absentia
Absentia,HAS_GENRE,Thriller
Thriller,GENRE_OF,Absentia
Absentia,HAS_DIRECTOR,Mike Flanagan
Mike Flanagan,DIRECTED,Absentia
Absentia,HAS_WRITER,Mike Flanagan
Mike Flanagan,WROTE,Absentia
High School Musical 2,HAS_GENRE,Comedy
Comedy,GENRE_OF,High School Musical 2
High School Musical 2,HAS_GENRE,Drama
Drama,GENRE_OF,High School Musical 2
High School Musical 2,HAS_GENRE,Family
Family,GENRE_OF,High School Musical 2
High School Musical 2,HAS_GENRE,Music
Music,GENRE_OF,High School Musical 2
High School Musical 2,HAS_GENRE,Romance
Romance,GENRE_OF,High School Musical 2
High School Musical 2,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,High School Musical 2
High School Musical 2,HAS_CAST,Zac Efron
Zac Efron,CAST_IN,High School Musical 2
Marvel Super Heroes 4D,HAS_GENRE,misc
misc,GENRE_OF,Marvel Super Heroes 4D
Friends with Benefits,HAS_GENRE,Romance
Romance,GENRE_OF,Friends with Benefits
Friends with Benefits,HAS_GENRE,Comedy
Comedy,GENRE_OF,Friends with Benefits
Friends with Benefits,HAS_CAST,Justin Timberlake
Justin Timberlake,CAST_IN,Friends with Benefits
Friends with Benefits,HAS_CAST,Mila Kunis
Mila Kunis,CAST_IN,Friends with Benefits
Friends with Benefits,HAS_CAST,Patricia Clarkson
Patricia Clarkson,CAST_IN,Friends with Benefits
Friends with Benefits,HAS_CAST,Woody Harrelson
Woody Harrelson,CAST_IN,Friends with Benefits
Equals,HAS_GENRE,Drama
Drama,GENRE_OF,Equals
Equals,HAS_GENRE,Romance
Romance,GENRE_OF,Equals
Equals,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Equals
Equals,HAS_CAST,Kristen Stewart
Kristen Stewart,CAST_IN,Equals
Equals,HAS_CAST,Guy Pearce
Guy Pearce,CAST_IN,Equals
Fun with Dick and Jane,HAS_GENRE,Comedy
Comedy,GENRE_OF,Fun with Dick and Jane
Fun with Dick and Jane,HAS_GENRE,Crime
Crime,GENRE_OF,Fun with Dick and Jane
Fun with Dick and Jane,HAS_CAST,Jim Carrey
Jim Carrey,CAST_IN,Fun with Dick and Jane
Fun with Dick and Jane,HAS_CAST,Alec Baldwin
Alec Baldwin,CAST_IN,Fun with Dick and Jane
Spartan,HAS_GENRE,Mystery
Mystery,GENRE_OF,Spartan
Spartan,HAS_GENRE,Action
Action,GENRE_OF,Spartan
Spartan,HAS_GENRE,Drama
Drama,GENRE_OF,Spartan
Spartan,HAS_GENRE,Thriller
Thriller,GENRE_OF,Spartan
Spartan,HAS_GENRE,Crime
Crime,GENRE_OF,Spartan
Spartan,HAS_CAST,Val Kilmer
Val Kilmer,CAST_IN,Spartan
Need for Speed,HAS_GENRE,Action
Action,GENRE_OF,Need for Speed
Need for Speed,HAS_GENRE,Crime
Crime,GENRE_OF,Need for Speed
Need for Speed,HAS_GENRE,Drama
Drama,GENRE_OF,Need for Speed
Need for Speed,HAS_GENRE,Thriller
Thriller,GENRE_OF,Need for Speed
Uprising,HAS_GENRE,Drama
Drama,GENRE_OF,Uprising
Uprising,HAS_GENRE,History
History,GENRE_OF,Uprising
Uprising,HAS_GENRE,War
War,GENRE_OF,Uprising
Uprising,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Uprising
Uprising,HAS_CAST,Hank Azaria
Hank Azaria,CAST_IN,Uprising
Uprising,HAS_CAST,Donald Sutherland
Donald Sutherland,CAST_IN,Uprising
Persuasion,HAS_GENRE,Romance
Romance,GENRE_OF,Persuasion
Persuasion,HAS_GENRE,Drama
Drama,GENRE_OF,Persuasion
Persuasion,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Persuasion
Persuasion,HAS_CAST,Sally Hawkins
Sally Hawkins,CAST_IN,Persuasion
The Unforgiven,HAS_GENRE,Drama
Drama,GENRE_OF,The Unforgiven
Siren,HAS_GENRE,Horror
Horror,GENRE_OF,Siren
H. G. Wells' The War of the Worlds,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,H. G. Wells' The War of the Worlds
Wall Street,HAS_GENRE,Crime
Crime,GENRE_OF,Wall Street
Wall Street,HAS_GENRE,Drama
Drama,GENRE_OF,Wall Street
Wall Street,HAS_CAST,Charlie Sheen
Charlie Sheen,CAST_IN,Wall Street
Wall Street,HAS_CAST,Michael Douglas
Michael Douglas,CAST_IN,Wall Street
Wall Street,HAS_DIRECTOR,Oliver Stone
Oliver Stone,DIRECTED,Wall Street
Wall Street,HAS_WRITER,Oliver Stone
Oliver Stone,WROTE,Wall Street
Criminal,HAS_GENRE,Action
Action,GENRE_OF,Criminal
Criminal,HAS_GENRE,Crime
Crime,GENRE_OF,Criminal
Criminal,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Criminal
Criminal,HAS_CAST,Ryan Reynolds
Ryan Reynolds,CAST_IN,Criminal
Criminal,HAS_CAST,Kevin Costner
Kevin Costner,CAST_IN,Criminal
Criminal,HAS_CAST,Gary Oldman
Gary Oldman,CAST_IN,Criminal
Criminal,HAS_CAST,Tommy Lee Jones
Tommy Lee Jones,CAST_IN,Criminal
Criminal,HAS_CAST,Gal Gadot
Gal Gadot,CAST_IN,Criminal
Snow White,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Snow White
Snow White,HAS_GENRE,Drama
Drama,GENRE_OF,Snow White
Marshall,HAS_GENRE,Drama
Drama,GENRE_OF,Marshall
Marshall,HAS_CAST,Chadwick Boseman
Chadwick Boseman,CAST_IN,Marshall
Marshall,HAS_CAST,Josh Gad
Josh Gad,CAST_IN,Marshall
Marshall,HAS_CAST,Kate Hudson
Kate Hudson,CAST_IN,Marshall
The Legend,HAS_GENRE,Romance
Romance,GENRE_OF,The Legend
Hotel for Dogs,HAS_GENRE,Comedy
Comedy,GENRE_OF,Hotel for Dogs
Hotel for Dogs,HAS_GENRE,Family
Family,GENRE_OF,Hotel for Dogs
Hotel for Dogs,HAS_CAST,Emma Roberts
Emma Roberts,CAST_IN,Hotel for Dogs
Hotel for Dogs,HAS_CAST,Don Cheadle
Don Cheadle,CAST_IN,Hotel for Dogs
Four Weddings and a Funeral,HAS_GENRE,Comedy
Comedy,GENRE_OF,Four Weddings and a Funeral
Four Weddings and a Funeral,HAS_GENRE,Drama
Drama,GENRE_OF,Four Weddings and a Funeral
Four Weddings and a Funeral,HAS_GENRE,Romance
Romance,GENRE_OF,Four Weddings and a Funeral
Four Weddings and a Funeral,HAS_CAST,Hugh Grant
Hugh Grant,CAST_IN,Four Weddings and a Funeral
Jingle All the Way 2,HAS_GENRE,Family
Family,GENRE_OF,Jingle All the Way 2
Jingle All the Way 2,HAS_GENRE,Comedy
Comedy,GENRE_OF,Jingle All the Way 2
Jingle All the Way 2,HAS_CAST,Larry the Cable Guy
Larry the Cable Guy,CAST_IN,Jingle All the Way 2
Aquaman,HAS_GENRE,Action
Action,GENRE_OF,Aquaman
Aquaman,HAS_GENRE,Adventure
Adventure,GENRE_OF,Aquaman
Aquaman,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Aquaman
Aquaman,HAS_CAST,Willem Dafoe
Willem Dafoe,CAST_IN,Aquaman
Aquaman,HAS_CAST,Patrick Wilson
Patrick Wilson,CAST_IN,Aquaman
Aquaman,HAS_CAST,Nicole Kidman
Nicole Kidman,CAST_IN,Aquaman
Aquaman,HAS_DIRECTOR,James Wan
James Wan,DIRECTED,Aquaman
