SUBJECT,RELATION,OBJECT_PROPERTY,SCORE
The Hunger Games,HAS_GENRE,Adventure,2
The Hunger Games,HAS_GENRE,Science Fiction,2
Mission to Mars,HAS_CAST,Don Cheadle,2
Mission to Mars,HAS_CAST,Tim Robbins,2
Mission to Mars,HAS_GENRE,Mystery,2
Mission to Mars,HAS_GENRE,Adventure,2
Mission to Mars,HAS_GENRE,Science Fiction,2
The Munsters' Scary Little Christmas,HAS_GENRE,Horror,2
The Munsters' Scary Little Christmas,HAS_GENRE,TV Movie,2
The Munsters' Scary Little Christmas,HAS_GENRE,Family,2
The Munsters' Scary Little Christmas,HAS_GENRE,Comedy,2
Waist Deep,HAS_GENRE,Thriller,2
Waist Deep,HAS_GENRE,Drama,2
Waist Deep,HAS_GENRE,Adventure,2
Waist Deep,HAS_GENRE,Action,2
40 Days and Nights,HAS_GENRE,Thriller,2
40 Days and Nights,HAS_GENRE,Adventure,2
40 Days and Nights,HAS_GENRE,Science Fiction,2
40 Days and Nights,HAS_GENRE,Action,2
Grown Ups,HAS_WRITER,Adam Sandler,2
Grown Ups,HAS_CAST,Rob Schneider,2
Grown Ups,HAS_CAST,David Spade,2
Grown Ups,HAS_CAST,Chris Rock,2
Grown Ups,HAS_CAST,Kevin James,2
Grown Ups,HAS_CAST,Adam Sandler,2
Grown Ups,HAS_GENRE,Comedy,2
The Longest Week,HAS_CAST,Jason Bateman,2
The Longest Week,HAS_GENRE,Drama,2
The Longest Week,HAS_GENRE,Comedy,2
Legally Blonde,HAS_CAST,Luke Wilson,2
Legally Blonde,HAS_CAST,Reese Witherspoon,2
Legally Blonde,HAS_GENRE,Romance,2
Legally Blonde,HAS_GENRE,Comedy,2
Rock of Ages,HAS_CAST,Russell Brand,2
Rock of Ages,HAS_CAST,Alec Baldwin,2
Rock of Ages,HAS_CAST,Tom Cruise,2
Rock of Ages,HAS_CAST,Julianne Hough,2
Rock of Ages,HAS_GENRE,Romance,2
Rock of Ages,HAS_GENRE,Music,2
Rock of Ages,HAS_GENRE,Drama,2
Rock of Ages,HAS_GENRE,Comedy,2
Elektra,HAS_CAST,Jennifer Garner,2
Elektra,HAS_GENRE,Science Fiction,0
Elektra,HAS_GENRE,Fantasy,2
Elektra,HAS_GENRE,Action,2
Eddie Murphy Raw,HAS_WRITER,Eddie Murphy,2
Eddie Murphy Raw,HAS_DIRECTOR,Robert Townsend,2
Eddie Murphy Raw,HAS_CAST,Eddie Murphy,2
Eddie Murphy Raw,HAS_GENRE,Comedy,2
Hancock,HAS_CAST,Jason Bateman,2
Hancock,HAS_CAST,Charlize Theron,2
Hancock,HAS_CAST,Will Smith,2
Hancock,HAS_GENRE,Action,2
Hancock,HAS_GENRE,Fantasy,2
Orgazmo,HAS_WRITER,Trey Parker,2
Orgazmo,HAS_DIRECTOR,Trey Parker,2
Orgazmo,HAS_CAST,Matt Stone,2
Orgazmo,HAS_CAST,Trey Parker,2
Orgazmo,HAS_GENRE,Comedy,2
Hunger,HAS_GENRE,Drama,2
Wallace & Gromit: The Curse of the Were-Rabbit,HAS_CAST,Ralph Fiennes,2
Wallace & Gromit: The Curse of the Were-Rabbit,HAS_GENRE,Family,2
Wallace & Gromit: The Curse of the Were-Rabbit,HAS_GENRE,Comedy,2
Wallace & Gromit: The Curse of the Were-Rabbit,HAS_GENRE,Animation,2
Wallace & Gromit: The Curse of the Were-Rabbit,HAS_GENRE,Adventure,2
How High,HAS_GENRE,Comedy,2
Dora,HAS_GENRE,Fantasy,0
Dora,HAS_GENRE,Science Fiction,0
Dora,HAS_GENRE,Adventure,0
Dora,HAS_GENRE,Family,0
Dora,HAS_GENRE,Animation,0
Dora,HAS_GENRE,Comedy,0
Pride,HAS_GENRE,Comedy,2
Pride,HAS_GENRE,Drama,2
The Homesman,HAS_WRITER,Tommy Lee Jones,2
The Homesman,HAS_DIRECTOR,Tommy Lee Jones,2
The Homesman,HAS_CAST,Tommy Lee Jones,2
The Homesman,HAS_CAST,Hilary Swank,2
The Homesman,HAS_GENRE,Drama,2
The Homesman,HAS_GENRE,Western,2
So I Married an Axe Murderer,HAS_CAST,Mike Myers,2
So I Married an Axe Murderer,HAS_GENRE,Romance,2
So I Married an Axe Murderer,HAS_GENRE,Crime,2
So I Married an Axe Murderer,HAS_GENRE,Comedy,2
Nightwalking,HAS_GENRE,misc,0
My Girl 2,HAS_CAST,Jamie Lee Curtis,2
My Girl 2,HAS_GENRE,Family,2
My Girl 2,HAS_GENRE,Comedy,2
Sid and Nancy,HAS_CAST,Gary Oldman,2
Sid and Nancy,HAS_GENRE,Romance,2
Sid and Nancy,HAS_GENRE,Drama,2
Funny Farm,HAS_CAST,Chevy Chase,2
Funny Farm,HAS_GENRE,Comedy,2
Winchester,HAS_CAST,Helen Mirren,2
Winchester,HAS_CAST,Jason Clarke,2
Winchester,HAS_GENRE,Thriller,2
Winchester,HAS_GENRE,Horror,2
The Perfect Holiday,HAS_CAST,Morris Chestnut,2
The Perfect Holiday,HAS_GENRE,Family,2
The Perfect Holiday,HAS_GENRE,Romance,2
The Perfect Holiday,HAS_GENRE,Drama,2
The Perfect Holiday,HAS_GENRE,Comedy,2
American Outlaws,HAS_CAST,Gabriel Macht,2
American Outlaws,HAS_CAST,Colin Farrell,2
American Outlaws,HAS_GENRE,Action,2
American Outlaws,HAS_GENRE,Western,2
Boo! A Madea Halloween,HAS_WRITER,Tyler Perry,2
Boo! A Madea Halloween,HAS_DIRECTOR,Tyler Perry,2
Boo! A Madea Halloween,HAS_CAST,Bella Thorne,2
Boo! A Madea Halloween,HAS_CAST,Tyler Perry,2
Boo! A Madea Halloween,HAS_GENRE,Horror,2
Boo! A Madea Halloween,HAS_GENRE,Comedy,2
Romeo,HAS_GENRE,Family,2
Romeo,HAS_GENRE,Drama,2
Romeo,HAS_GENRE,Comedy,2
Romeo,HAS_GENRE,Romance,2
Zathura,HAS_DIRECTOR,Jon Favreau,2
Zathura,HAS_CAST,Tim Robbins,2
Zathura,HAS_CAST,Kristen Stewart,2
Zathura,HAS_CAST,Dax Shepard,2
Zathura,HAS_GENRE,Family,2
Zathura,HAS_GENRE,Adventure,2
Zathura,HAS_GENRE,Science Fiction,2
Abbott and Costello Go to Mars,HAS_GENRE,Science Fiction,2
Abbott and Costello Go to Mars,HAS_GENRE,Comedy,2
Sleepers,HAS_CAST,Brad Pitt,2
Sleepers,HAS_CAST,Dustin Hoffman,2
Sleepers,HAS_CAST,Robert De Niro,2
Sleepers,HAS_CAST,Kevin Bacon,2
Sleepers,HAS_GENRE,Thriller,2
Sleepers,HAS_GENRE,Drama,2
Sleepers,HAS_GENRE,Crime,2
Hooper,HAS_CAST,Sally Field,2
Hooper,HAS_CAST,Burt Reynolds,2
Hooper,HAS_GENRE,Comedy,2
Hooper,HAS_GENRE,Action,2
Annabelle: Creation,HAS_GENRE,Thriller,0
Annabelle: Creation,HAS_GENRE,Mystery,0
Annabelle: Creation,HAS_GENRE,Horror,2
Punch,HAS_DIRECTOR,Zack Snyder,0
Punch,HAS_CAST,Jena Malone,0
Punch,HAS_CAST,Abbie Cornish,0
Punch,HAS_GENRE,Thriller,0
Punch,HAS_GENRE,Fantasy,0
Punch,HAS_GENRE,Action,0
War on Everyone,HAS_GENRE,Mystery,2
War on Everyone,HAS_GENRE,Comedy,2
War on Everyone,HAS_GENRE,Action,2
Colombiana,HAS_GENRE,Drama,2
Colombiana,HAS_GENRE,Crime,2
Colombiana,HAS_GENRE,Thriller,2
Colombiana,HAS_GENRE,Action,2
The Green Hornet,HAS_CAST,Cameron Diaz,2
The Green Hornet,HAS_CAST,Seth Rogen,2
The Green Hornet,HAS_GENRE,Comedy,2
The Green Hornet,HAS_GENRE,Crime,2
The Green Hornet,HAS_GENRE,Action,2
Just One of the Guys,HAS_GENRE,Romance,2
Just One of the Guys,HAS_GENRE,Comedy,2
Whiplash,HAS_CAST,Miles Teller,2
Whiplash,HAS_GENRE,Music,2
Whiplash,HAS_GENRE,Drama,2
The Book of Henry,HAS_CAST,Jacob Tremblay,2
The Book of Henry,HAS_CAST,Naomi Watts,2
The Book of Henry,HAS_GENRE,Thriller,2
The Book of Henry,HAS_GENRE,Crime,2
The Book of Henry,HAS_GENRE,Drama,2
Men,HAS_GENRE,Drama,0
The Naked Gun,HAS_CAST,Leslie Nielsen,2
The Naked Gun,HAS_GENRE,Crime,2
The Naked Gun,HAS_GENRE,Comedy,2
Pretty Woman,HAS_CAST,Julia Roberts,2
Pretty Woman,HAS_CAST,Richard Gere,2
Pretty Woman,HAS_GENRE,Romance,2
Pretty Woman,HAS_GENRE,Comedy,2
The Wall,HAS_GENRE,misc,0
Wing Chun,HAS_CAST,Donnie Yen,2
Wing Chun,HAS_CAST,Michelle Yeoh,2
Wing Chun,HAS_GENRE,Romance,2
Wing Chun,HAS_GENRE,Drama,2
Wing Chun,HAS_GENRE,Comedy,2
Wing Chun,HAS_GENRE,Action,2
The Pest,HAS_GENRE,Comedy,2
The Pest,HAS_GENRE,Action,2
Summer of Sam,HAS_DIRECTOR,Spike Lee,2
Summer of Sam,HAS_CAST,Adrien Brody,2
Summer of Sam,HAS_GENRE,Crime,2
Summer of Sam,HAS_GENRE,Drama,2
Summer of Sam,HAS_GENRE,Thriller,2
8 Heads in a Duffel Bag,HAS_CAST,Joe Pesci,2
8 Heads in a Duffel Bag,HAS_GENRE,Crime,2
8 Heads in a Duffel Bag,HAS_GENRE,Comedy,2
Police Academy,HAS_GENRE,Crime,2
Police Academy,HAS_GENRE,Comedy,2
Destination Moon,HAS_GENRE,Adventure,2
Destination Moon,HAS_GENRE,Drama,2
Destination Moon,HAS_GENRE,Science Fiction,2
Chisum,HAS_CAST,John Wayne,2
Chisum,HAS_GENRE,Western,2
X-Men: Days of Future Past,HAS_CAST,Patrick Stewart,2
X-Men: Days of Future Past,HAS_CAST,Michael Fassbender,2
X-Men: Days of Future Past,HAS_CAST,James McAvoy,2
X-Men: Days of Future Past,HAS_CAST,Hugh Jackman,2
X-Men: Days of Future Past,HAS_GENRE,Science Fiction,2
X-Men: Days of Future Past,HAS_GENRE,Adventure,2
X-Men: Days of Future Past,HAS_GENRE,Action,2
Dressed to Kill,HAS_CAST,Nancy Allen,2
Dressed to Kill,HAS_CAST,Michael Caine,2
Dressed to Kill,HAS_GENRE,Horror,2
Dressed to Kill,HAS_GENRE,Mystery,2
Dressed to Kill,HAS_GENRE,Thriller,2
Love Bite,HAS_GENRE,Comedy,2
Love Bite,HAS_GENRE,Horror,2
The Italian,HAS_GENRE,Drama,2
Richard Pryor: Live in Concert,HAS_WRITER,Richard Pryor,2
Richard Pryor: Live in Concert,HAS_CAST,Richard Pryor,2
Richard Pryor: Live in Concert,HAS_GENRE,Comedy,2
The Bye Bye Man,HAS_GENRE,Thriller,2
The Bye Bye Man,HAS_GENRE,Horror,2
Gamer,HAS_CAST,Gerard Butler,2
Gamer,HAS_GENRE,Science Fiction,2
Gamer,HAS_GENRE,Thriller,2
Gamer,HAS_GENRE,Action,2
The Life Aquatic with Steve Zissou,HAS_DIRECTOR,Wes Anderson,2
The Life Aquatic with Steve Zissou,HAS_CAST,Willem Dafoe,2
The Life Aquatic with Steve Zissou,HAS_CAST,Cate Blanchett,2
The Life Aquatic with Steve Zissou,HAS_CAST,Owen Wilson,2
The Life Aquatic with Steve Zissou,HAS_CAST,Bill Murray,2
The Life Aquatic with Steve Zissou,HAS_GENRE,Drama,2
The Life Aquatic with Steve Zissou,HAS_GENRE,Comedy,2
The Life Aquatic with Steve Zissou,HAS_GENRE,Adventure,2
Sicario,HAS_CAST,Josh Brolin,2
Sicario,HAS_CAST,Emily Blunt,2
Sicario,HAS_GENRE,Thriller,2
Sicario,HAS_GENRE,Crime,2
Sicario,HAS_GENRE,Action,2
The Minority,HAS_GENRE,Comedy,2
The Minority,HAS_GENRE,Adventure,2
The Minority,HAS_GENRE,Action,2
A Star Is Born,HAS_CAST,James Mason,0
A Star Is Born,HAS_CAST,Judy Garland,0
A Star Is Born,HAS_GENRE,Romance,2
A Star Is Born,HAS_GENRE,Music,2
A Star Is Born,HAS_GENRE,Drama,2
Get a Job,HAS_CAST,Bryan Cranston,2
Get a Job,HAS_CAST,Anna Kendrick,2
Get a Job,HAS_CAST,Miles Teller,2
Get a Job,HAS_GENRE,Comedy,2
Get a Job,HAS_GENRE,Drama,2
Crimson Tide,HAS_DIRECTOR,Tony Scott,2
Crimson Tide,HAS_CAST,Gene Hackman,2
Crimson Tide,HAS_CAST,Denzel Washington,2
Crimson Tide,HAS_GENRE,Action,2
Crimson Tide,HAS_GENRE,Thriller,2
Startup.com,HAS_GENRE,Documentary,2
How the Grinch Stole Christmas,HAS_CAST,Angela Lansbury,0
How the Grinch Stole Christmas,HAS_CAST,Rashida Jones,0
How the Grinch Stole Christmas,HAS_CAST,Benedict Cumberbatch,0
How the Grinch Stole Christmas,HAS_GENRE,Fantasy,2
How the Grinch Stole Christmas,HAS_GENRE,Comedy,2
How the Grinch Stole Christmas,HAS_GENRE,Family,2
How the Grinch Stole Christmas,HAS_GENRE,Animation,0
Wyatt Earp,HAS_CAST,Gene Hackman,2
Wyatt Earp,HAS_CAST,Dennis Quaid,2
Wyatt Earp,HAS_CAST,Kevin Costner,2
Wyatt Earp,HAS_GENRE,Adventure,2
Wyatt Earp,HAS_GENRE,Action,2
Wyatt Earp,HAS_GENRE,Drama,2
Wyatt Earp,HAS_GENRE,Western,2
Enemy of the State,HAS_DIRECTOR,Tony Scott,2
Enemy of the State,HAS_CAST,Gene Hackman,2
Enemy of the State,HAS_CAST,Will Smith,2
Enemy of the State,HAS_GENRE,Thriller,2
Enemy of the State,HAS_GENRE,Drama,2
Enemy of the State,HAS_GENRE,Action,2
Dr. Strange,HAS_GENRE,Science Fiction,2
Dr. Strange,HAS_GENRE,Fantasy,2
Dr. Strange,HAS_GENRE,Adventure,2
Dr. Strange,HAS_GENRE,Action,2
Dr. Strange,HAS_GENRE,TV Movie,2
Love and Death,HAS_WRITER,Woody Allen,2
Love and Death,HAS_DIRECTOR,Woody Allen,2
Love and Death,HAS_CAST,Diane Keaton,2
Love and Death,HAS_CAST,Woody Allen,2
Love and Death,HAS_GENRE,War,2
Love and Death,HAS_GENRE,Comedy,2
Dance Star,HAS_GENRE,misc,0
1408,HAS_CAST,John Cusack,2
1408,HAS_GENRE,Thriller,2
1408,HAS_GENRE,Mystery,2
1408,HAS_GENRE,Horror,2
Free Willy,HAS_GENRE,Drama,2
Free Willy,HAS_GENRE,Adventure,2
Free Willy,HAS_GENRE,Family,2
Black Mask,HAS_CAST,Jet Li,2
Black Mask,HAS_GENRE,Action,2
Bicentennial Man,HAS_DIRECTOR,Chris Columbus,2
Bicentennial Man,HAS_CAST,Sam Neill,2
Bicentennial Man,HAS_CAST,Robin Williams,2
Bicentennial Man,HAS_GENRE,Drama,2
Bicentennial Man,HAS_GENRE,Science Fiction,2
Austin Powers: International Man of Mystery,HAS_CAST,Mike Myers,2
Austin Powers: International Man of Mystery,HAS_GENRE,Crime,2
Austin Powers: International Man of Mystery,HAS_GENRE,Comedy,2
Austin Powers: International Man of Mystery,HAS_GENRE,Science Fiction,2
Dawn of the Planet of the Apes,HAS_CAST,Gary Oldman,2
Dawn of the Planet of the Apes,HAS_CAST,Jason Clarke,2
Dawn of the Planet of the Apes,HAS_GENRE,Thriller,2
Dawn of the Planet of the Apes,HAS_GENRE,Drama,2
Dawn of the Planet of the Apes,HAS_GENRE,Action,2
Dawn of the Planet of the Apes,HAS_GENRE,Science Fiction,2
Napoleon Dynamite,HAS_CAST,Jon Heder,2
Napoleon Dynamite,HAS_GENRE,Comedy,2
There Will Be Blood,HAS_CAST,Daniel Day-Lewis,2
There Will Be Blood,HAS_GENRE,Drama,2
Slow West,HAS_CAST,Ben Mendelsohn,2
Slow West,HAS_CAST,Michael Fassbender,2
Slow West,HAS_GENRE,Drama,2
Slow West,HAS_GENRE,Thriller,2
Slow West,HAS_GENRE,Action,2
Slow West,HAS_GENRE,Western,2
The Last Horror Movie,HAS_GENRE,Thriller,2
The Last Horror Movie,HAS_GENRE,Horror,2
Prisoners,HAS_CAST,Jake Gyllenhaal,2
Prisoners,HAS_CAST,Hugh Jackman,2
Prisoners,HAS_GENRE,Crime,2
Prisoners,HAS_GENRE,Thriller,2
Prisoners,HAS_GENRE,Drama,2
Night of the Living Dead 3D: Re-Animation,HAS_GENRE,Horror,2
The Sum of All Fears,HAS_CAST,Morgan Freeman,2
The Sum of All Fears,HAS_CAST,Ben Affleck,2
The Sum of All Fears,HAS_GENRE,Drama,2
The Sum of All Fears,HAS_GENRE,Action,2
The Sum of All Fears,HAS_GENRE,Thriller,2
Mythica: A Quest for Heroes,HAS_GENRE,Science Fiction,0
Mythica: A Quest for Heroes,HAS_GENRE,Fantasy,2
Mythica: A Quest for Heroes,HAS_GENRE,Adventure,2
Mythica: A Quest for Heroes,HAS_GENRE,Action,2
Jason Bourne,HAS_CAST,Tommy Lee Jones,2
Jason Bourne,HAS_CAST,Matt Damon,2
Jason Bourne,HAS_GENRE,Drama,0
Jason Bourne,HAS_GENRE,Mystery,0
Jason Bourne,HAS_GENRE,Thriller,2
Jason Bourne,HAS_GENRE,Action,2
Battleship,HAS_CAST,Taylor Kitsch,2
Battleship,HAS_GENRE,Science Fiction,2
Battleship,HAS_GENRE,Adventure,2
Battleship,HAS_GENRE,Action,2
Battleship,HAS_GENRE,Thriller,2
National Lampoon's Pledge This!,HAS_CAST,Paris Hilton,2
National Lampoon's Pledge This!,HAS_GENRE,Comedy,2
The Adventures of Mark Twain,HAS_GENRE,Family,2
The Adventures of Mark Twain,HAS_GENRE,Adventure,2
The Adventures of Mark Twain,HAS_GENRE,Animation,2
The Champ,HAS_CAST,Faye Dunaway,2
The Champ,HAS_GENRE,Drama,2
The Waterboy,HAS_CAST,Kathy Bates,2
The Waterboy,HAS_CAST,Adam Sandler,2
The Waterboy,HAS_GENRE,Comedy,2
"The Cook, the Thief, His Wife & Her Lover",HAS_CAST,Helen Mirren,2
"The Cook, the Thief, His Wife & Her Lover",HAS_GENRE,Drama,2
"The Cook, the Thief, His Wife & Her Lover",HAS_GENRE,Crime,2
Beverly Hills Chihuahua,HAS_CAST,George Lopez,2
Beverly Hills Chihuahua,HAS_CAST,Drew Barrymore,2
Beverly Hills Chihuahua,HAS_GENRE,Romance,2
Beverly Hills Chihuahua,HAS_GENRE,Adventure,2
Beverly Hills Chihuahua,HAS_GENRE,Family,2
Beverly Hills Chihuahua,HAS_GENRE,Comedy,2
Contact,HAS_CAST,Matthew McConaughey,2
Contact,HAS_CAST,Jodie Foster,2
Contact,HAS_GENRE,Mystery,2
Contact,HAS_GENRE,Science Fiction,2
Contact,HAS_GENRE,Drama,2
&ME,HAS_GENRE,Science Fiction,0
&ME,HAS_GENRE,Animation,0
&ME,HAS_GENRE,Fantasy,0
Incarnate,HAS_GENRE,Thriller,2
Incarnate,HAS_GENRE,Horror,2
Explorers,HAS_CAST,Ethan Hawke,2
Explorers,HAS_GENRE,Fantasy,2
Explorers,HAS_GENRE,Science Fiction,2
Explorers,HAS_GENRE,Family,2
Fast Times at Ridgemont High,HAS_CAST,Judge Reinhold,2
Fast Times at Ridgemont High,HAS_CAST,Sean Penn,2
Fast Times at Ridgemont High,HAS_GENRE,Comedy,2
Liar Liar,HAS_CAST,Cary Elwes,2
Liar Liar,HAS_CAST,Jim Carrey,2
Liar Liar,HAS_GENRE,Comedy,2
The League of Extraordinary Gentlemen,HAS_CAST,Shane West,2
The League of Extraordinary Gentlemen,HAS_CAST,Sean Connery,2
The League of Extraordinary Gentlemen,HAS_GENRE,Science Fiction,2
The League of Extraordinary Gentlemen,HAS_GENRE,Thriller,2
The League of Extraordinary Gentlemen,HAS_GENRE,Action,2
The League of Extraordinary Gentlemen,HAS_GENRE,Fantasy,2
John Tucker Must Die,HAS_GENRE,Romance,2
John Tucker Must Die,HAS_GENRE,Comedy,2
A History of Violence,HAS_CAST,Ed Harris,2
A History of Violence,HAS_GENRE,Crime,2
A History of Violence,HAS_GENRE,Thriller,2
A History of Violence,HAS_GENRE,Drama,2
Lonesome Dove,HAS_GENRE,misc,0
The Dirty Dozen,HAS_CAST,John Cassavetes,2
The Dirty Dozen,HAS_CAST,Charles Bronson,2
The Dirty Dozen,HAS_GENRE,War,2
The Dirty Dozen,HAS_GENRE,Adventure,2
The Dirty Dozen,HAS_GENRE,Action,2
The Sword in the Stone,HAS_GENRE,Fantasy,2
The Sword in the Stone,HAS_GENRE,Family,2
The Sword in the Stone,HAS_GENRE,Animation,2
Final Girl,HAS_CAST,Abigail Breslin,2
Final Girl,HAS_GENRE,Thriller,2
Final Girl,HAS_GENRE,Drama,2
Final Girl,HAS_GENRE,Action,2
Nadine,HAS_CAST,Jeff Bridges,2
Nadine,HAS_GENRE,Romance,2
Nadine,HAS_GENRE,Comedy,2
Nadine,HAS_GENRE,Action,2
Batman: Death Wish,HAS_GENRE,misc,0
Godspell,HAS_GENRE,Music,2
Godspell,HAS_GENRE,Family,2
Godspell,HAS_GENRE,Comedy,2
Enter the Dragon,HAS_CAST,Bruce Lee,2
Enter the Dragon,HAS_GENRE,Action,2
Gran Torino,HAS_DIRECTOR,Clint Eastwood,2
Gran Torino,HAS_CAST,Clint Eastwood,2
Gran Torino,HAS_GENRE,Drama,2
Rise of the Planet of the Apes,HAS_CAST,Brian Cox,2
Rise of the Planet of the Apes,HAS_CAST,James Franco,2
Rise of the Planet of the Apes,HAS_GENRE,Science Fiction,2
Rise of the Planet of the Apes,HAS_GENRE,Drama,2
Rise of the Planet of the Apes,HAS_GENRE,Action,2
Rise of the Planet of the Apes,HAS_GENRE,Thriller,2
EuroTrip,HAS_GENRE,Comedy,2
Jane Austen in Manhattan,HAS_GENRE,Romance,2
Jane Austen in Manhattan,HAS_GENRE,Drama,2
The Dark Knight,HAS_DIRECTOR,Christopher Nolan,2
The Dark Knight,HAS_CAST,Gary Oldman,2
The Dark Knight,HAS_CAST,Michael Caine,2
The Dark Knight,HAS_CAST,Heath Ledger,2
The Dark Knight,HAS_CAST,Christian Bale,2
The Dark Knight,HAS_GENRE,Thriller,2
The Dark Knight,HAS_GENRE,Crime,2
The Dark Knight,HAS_GENRE,Action,2
The Dark Knight,HAS_GENRE,Drama,2
Notting Hill,HAS_CAST,Hugh Grant,2
Notting Hill,HAS_CAST,Julia Roberts,2
Notting Hill,HAS_GENRE,Comedy,2
Notting Hill,HAS_GENRE,Romance,2
Bridget Jones,HAS_CAST,Hugh Grant,0
Bridget Jones,HAS_CAST,Colin Firth,2
Bridget Jones,HAS_GENRE,Drama,2
Bridget Jones,HAS_GENRE,Romance,2
Bridget Jones,HAS_GENRE,Comedy,2
Wish Upon a Star,HAS_CAST,Katherine Heigl,2
Wish Upon a Star,HAS_GENRE,Fantasy,2
Wish Upon a Star,HAS_GENRE,Comedy,2
Wish Upon a Star,HAS_GENRE,Family,2
Wish Upon a Star,HAS_GENRE,TV Movie,2
The Five People You Meet in Heaven,HAS_CAST,Jeff Daniels,2
The Five People You Meet in Heaven,HAS_GENRE,TV Movie,2
The Five People You Meet in Heaven,HAS_GENRE,Science Fiction,2
The Five People You Meet in Heaven,HAS_GENRE,Fantasy,2
The Five People You Meet in Heaven,HAS_GENRE,Drama,2
Traffic,HAS_GENRE,Thriller,2
Kong: Skull Island,HAS_CAST,Brie Larson,2
Kong: Skull Island,HAS_CAST,John Goodman,2
Kong: Skull Island,HAS_CAST,Tom Hiddleston,2
Kong: Skull Island,HAS_GENRE,Fantasy,2
Kong: Skull Island,HAS_GENRE,Adventure,2
Kong: Skull Island,HAS_GENRE,Action,2
Blade,HAS_CAST,Wesley Snipes,2
Blade,HAS_GENRE,Action,2
Blade,HAS_GENRE,Horror,2
Seval,HAS_GENRE,Romance,0
Seval,HAS_GENRE,Drama,0
Seval,HAS_GENRE,Action,0
War and Peace,HAS_CAST,Henry Fonda,2
War and Peace,HAS_CAST,Audrey Hepburn,2
War and Peace,HAS_GENRE,History,2
War and Peace,HAS_GENRE,Romance,2
War and Peace,HAS_GENRE,War,2
War and Peace,HAS_GENRE,Drama,2
Heartbreakers,HAS_CAST,Ray Liotta,2
Heartbreakers,HAS_CAST,Gene Hackman,2
Heartbreakers,HAS_CAST,Jennifer Love Hewitt,2
Heartbreakers,HAS_CAST,Sigourney Weaver,2
Heartbreakers,HAS_GENRE,Crime,2
Heartbreakers,HAS_GENRE,Romance,2
Heartbreakers,HAS_GENRE,Comedy,2
Pain & Gain,HAS_DIRECTOR,Michael Bay,2
Pain & Gain,HAS_CAST,Ed Harris,2
Pain & Gain,HAS_CAST,Dwayne Johnson,2
Pain & Gain,HAS_CAST,Mark Wahlberg,2
Pain & Gain,HAS_GENRE,Comedy,2
Pain & Gain,HAS_GENRE,Crime,2
Pain & Gain,HAS_GENRE,Action,2
Professor Marston & The Wonder Women,HAS_GENRE,Romance,2
Professor Marston & The Wonder Women,HAS_GENRE,Drama,2
Mystery Science Theater 3000: The Movie,HAS_GENRE,Science Fiction,2
Mystery Science Theater 3000: The Movie,HAS_GENRE,Comedy,2
The Deer Hunter,HAS_CAST,Meryl Streep,2
The Deer Hunter,HAS_CAST,Christopher Walken,2
The Deer Hunter,HAS_CAST,Robert De Niro,2
The Deer Hunter,HAS_GENRE,War,2
The Deer Hunter,HAS_GENRE,Drama,2
Villu,HAS_GENRE,Comedy,2
Villu,HAS_GENRE,Action,2
Villu,HAS_GENRE,Drama,2
Money Monster,HAS_DIRECTOR,Jodie Foster,2
Money Monster,HAS_CAST,Julia Roberts,2
Money Monster,HAS_CAST,George Clooney,2
Money Monster,HAS_GENRE,Drama,2
Money Monster,HAS_GENRE,Thriller,2
Penguins of Madagascar,HAS_GENRE,Comedy,2
Penguins of Madagascar,HAS_GENRE,Adventure,2
Penguins of Madagascar,HAS_GENRE,Animation,2
Penguins of Madagascar,HAS_GENRE,Family,2
The Way Back,HAS_CAST,Colin Farrell,2
The Way Back,HAS_CAST,Saoirse Ronan,2
The Way Back,HAS_CAST,Ed Harris,2
The Way Back,HAS_CAST,Jim Sturgess,2
The Way Back,HAS_GENRE,History,2
The Way Back,HAS_GENRE,Adventure,2
The Way Back,HAS_GENRE,Drama,2
Apocalypto,HAS_WRITER,Mel Gibson,2
Apocalypto,HAS_DIRECTOR,Mel Gibson,2
Apocalypto,HAS_GENRE,History,2
Apocalypto,HAS_GENRE,Drama,2
Apocalypto,HAS_GENRE,Action,2
The Soloist,HAS_DIRECTOR,Joe Wright,2
The Soloist,HAS_CAST,Jamie Foxx,2
The Soloist,HAS_CAST,Robert Downey Jr.,2
The Soloist,HAS_GENRE,Music,2
The Soloist,HAS_GENRE,Drama,2
Harold & Kumar Go to White Castle,HAS_CAST,Neil Patrick Harris,2
Harold & Kumar Go to White Castle,HAS_GENRE,Adventure,2
Harold & Kumar Go to White Castle,HAS_GENRE,Comedy,2
Marilyn,HAS_GENRE,Thriller,0
The Fabulous Dorseys,HAS_GENRE,Drama,2
The Heart of Me,HAS_CAST,Paul Bettany,2
The Heart of Me,HAS_GENRE,Romance,2
The Heart of Me,HAS_GENRE,Drama,2
Twilight,HAS_CAST,Robert Pattinson,2
Twilight,HAS_CAST,Kristen Stewart,2
Twilight,HAS_GENRE,Romance,2
Twilight,HAS_GENRE,Drama,2
Twilight,HAS_GENRE,Fantasy,2
Field of Dreams,HAS_CAST,Ray Liotta,2
Field of Dreams,HAS_CAST,Kevin Costner,2
Field of Dreams,HAS_GENRE,Fantasy,2
Field of Dreams,HAS_GENRE,Drama,2
My Scientology Movie,HAS_GENRE,Documentary,2
Step Up Revolution,HAS_GENRE,Romance,2
Step Up Revolution,HAS_GENRE,Drama,2
Step Up Revolution,HAS_GENRE,Music,2
